ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,368,89.99038564255953,0.20223599994659566,0.24864274428527758,71.14285714285714,0.010400969319011747,0.012199291796616869,0.8525879610401781
