ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,447,111.17442228553338,0.04294345558003433,0.05808001094380754,20.54794520547945,8.820217013597124e-05,0.00014632460438276514,0.6027842720506965
