ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,461,88.63518422418262,0.18398484979502064,0.23699755352236732,70.4225352112676,0.005200159559835792,0.00829487245795155,0.6269125397884647
