ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,426,106.44856873230574,0.06710909126250827,0.0936759185976766,28.436018957345972,0.00016973134620192697,0.0003240612347920124,0.5237631903453779
