ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,405,94.9944873208379,0.1487251500546838,0.15634284950767147,54.46927374301676,0.004973513301568497,0.004320071839723533,1.1512570823097197
