ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,434,104.56269643437737,0.09589535734617853,0.1368167677230181,38.15461346633416,0.000895114854624081,0.0019217496337751033,0.4657812021359457
