ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,620,114.21772754312893,0.20434325334566678,0.26563087154262166,78.49686847599166,0.009861823417649391,0.011452412435359396,0.8611131910688921
