ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,348,87.92583491567076,0.2767849840880974,0.38973104895540234,74.31192660550458,0.014507273693731271,0.02523954111887266,0.5747835757157873
