ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,516,119.09047844623385,0.17393827078871738,0.22148368771411783,77.27272727272727,0.005492321162642994,0.0103173849512508,0.5323365551051915
