ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,430,85.64214778656792,0.07391616544305629,0.09026982143517621,40.66193853427896,0.0016964315920464344,0.0007710483039557943,2.200162536306797
