ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,620,114.21772754312892,0.2043432533456667,0.2656308715426216,78.49686847599166,0.0098618234176493,0.0114524124353593,0.8611131910688921
