ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,194,79.12545549193129,0.17074485248614335,0.22585083104473377,68.25396825396825,0.0016302021226041632,0.0028845883012218678,0.5651420419037387
