ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,572,91.6946251283807,0.07517288566241512,0.0838174150545544,27.468581687612208,0.0005905259373122645,0.0009385089468214073,0.6292171633656659
