ok,n_beats,mean_HR_bpm,SDNN_s,RMSSD_s,pNN50_percent,LF_power,HF_power,LF_HF_ratio
True,1186,119.32369845432726,0.1241192314426598,0.1634340055107954,55.61797752808989,0.0019187465729617,0.0034938426635983,0.5491794444417306
